qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q301630,hormone,ホルモン,Q178593,angiotensin I converting enzyme 2,,mammalian protein found in Homo sapiens,,D000085962,,,,C0960880
Q290293,hormone,ホルモン,Q178593,peptide YY,,mammalian protein found in Homo sapiens,,D019894,,,,C0070358
Q412810,hormone,ホルモン,Q178593,"Protein C, inactivator of coagulation factors Va and VIIIa",プロテインC,mammalian protein found in Homo sapiens,,D011486,,,,C0033621
Q339499,hormone,ホルモン,Q178593,Coagulation factor XII,第XII因子,mammalian protein found in Homo sapiens,,D005174,,,,C0015525
Q413988,hormone,ホルモン,Q178593,retrotransposon,レトロトランスポゾン,genetic elements that can amplify themselves in a genome and are ubiquitous components of the DNA of many eukaryotic organisms,,D018626,,,,
Q421793,hormone,ホルモン,Q178593,glucose-6-phosphate dehydrogenase,グルコース-6-リン酸デヒドロゲナーゼ,mammalian protein found in Homo sapiens,,,,,,
Q422356,hormone,ホルモン,Q178593,Phaseolin,ファセオリン,protein,タンパク質の一種,,,,,
Q307446,hormone,ホルモン,Q178593,rho factor,Ρ因子,prokaryotic protein,,D012234,,,,
Q416150,hormone,ホルモン,Q178593,Thymidylate synthetase,,human protein (annotated by UniProtKB/TrEMBL Q53Y97),,,,,,
Q356062,hormone,ホルモン,Q178593,APC regulator of WNT signaling pathway,,mammalian protein found in Homo sapiens,,,,,,
Q411978,hormone,ホルモン,Q178593,Thromboxane A2 receptor,トロンボキサン受容体,mammalian protein found in Homo sapiens,,,,,,
Q421817,hormone,ホルモン,Q178593,streptavidin,ストレプトアビジン,protein in Streptomyces avidinii,,D019809,,,,C0075278
Q414050,hormone,ホルモン,Q178593,Klotho,,mammalian protein found in Homo sapiens,,,,,,
Q74314,hormone,ホルモン,Q178593,titin,チチン,largest known protein found in muscles of Homo sapiens,,D064211,,,,
Q416227,hormone,ホルモン,Q178593,serpin family A member 6,トランスコルチン,mammalian protein found in Homo sapiens,,D014156,,,,C0040643
Q411624,hormone,ホルモン,Q178593,vimentin,ビメンチン,type III intermediate filament protein,,D014746,,,,
Q414232,hormone,ホルモン,Q178593,Membrane metalloendopeptidase,ネプリライシン,mammalian protein found in Homo sapiens,,,,,,
Q411791,hormone,ホルモン,Q178593,Arachidonate 5-lipoxygenase,アラキドン酸-5-リポキシゲナーゼ,mammalian protein found in Homo sapiens,,C583212,,,,C3711265
Q30530,hormone,ホルモン,Q178593,Histidine ammonia-lyase,,mammalian protein found in Homo sapiens,,,,,,C0019601
Q311568,hormone,ホルモン,Q178593,Histamine receptor H2,H2受容体,mammalian protein found in Homo sapiens,,,,,,C0034815
Q355965,hormone,ホルモン,Q178593,Adenine phosphoribosyltransferase,,mammalian protein found in Homo sapiens,,D000228,,,,C0001414
Q415227,hormone,ホルモン,Q178593,hydroxymethylbilane synthase,ヒドロキシメチルビランシンターゼ,mammalian protein found in Homo sapiens,,,,,,C0032706
Q259292,hormone,ホルモン,Q178593,7-dehydrocholesterol reductase,7-デヒドロコレステロールレダクターゼ,mammalian protein found in Homo sapiens,,,,,,
Q420766,hormone,ホルモン,Q178593,Tyrosine hydroxylase,チロシンヒドロキシラーゼ,mammalian protein found in Homo sapiens,,D014446,,,,C0041491
Q420930,hormone,ホルモン,Q178593,Glutathione-disulfide reductase,グルタチオンジスルフィドレダクターゼ,mammalian protein found in Homo sapiens,,,,,,
Q416345,hormone,ホルモン,Q178593,Cryptochrome circadian regulator 1,クリプトクロム 1,mammalian protein found in Homo sapiens,,,,,,
Q288431,hormone,ホルモン,Q178593,Glutamate metabotropic receptor 1,代謝型グルタミン酸受容体1,mammalian protein found in Homo sapiens,,,,,,
Q417149,hormone,ホルモン,Q178593,dihydrofolate reductase,ジヒドロ葉酸レダクターゼ,mammalian protein found in Homo sapiens,,,,,,
Q287961,hormone,ホルモン,Q178593,adrenoceptor beta 2,Β2受容体,mammalian protein found in Homo sapiens,,D018343,,,,C0001643
Q136338,hormone,ホルモン,Q178593,Zonula Occludens protein,,,,,,,,
Q417199,hormone,ホルモン,Q178593,miraculin,ミラクリン,chemical compound,,,,,,
Q422025,hormone,ホルモン,Q178593,haptoglobin,ハプトグロビン,mammalian protein found in Homo sapiens,,,,,,
Q423510,hormone,ホルモン,Q178593,Amyloid beta precursor protein,アミロイド前駆体タンパク質,mammalian protein found in Homo sapiens,,,,,,
Q414964,hormone,ホルモン,Q178593,vasoactive intestinal peptide,血管作動性腸管ペプチド,hormone that affects blood pressure / heart rate,,D014660,,,,C0042395
Q415443,hormone,ホルモン,Q178593,Mannose binding lectin 2,レクチン,mammalian protein found in Homo sapiens,,,,,,
Q151233,hormone,ホルモン,Q178593,Hemojuvelin BMP co-receptor,ヘモジュベリン,mammalian protein found in Homo sapiens,,,,,,
Q415364,hormone,ホルモン,Q178593,Prostaglandin-endoperoxide synthase 2,シクロオキシゲナーゼ2,human enzyme involved in inflammation,,,,,,
Q288382,hormone,ホルモン,Q178593,Histamine receptor H4,ヒスタミンH4受容体,mammalian protein found in Homo sapiens,,,,,,
Q288591,hormone,ホルモン,Q178593,Synuclein alpha,アルファ-シヌクレイン,mammalian protein found in Homo sapiens,,,,,,
Q155750,hormone,ホルモン,Q178593,aryl hydrocarbon receptor,芳香族炭化水素受容体,mammalian protein found in Homo sapiens,,,,,,
Q133582,hormone,ホルモン,Q178593,Macrophage migration inhibitory factor,,mammalian protein found in Homo sapiens,,,,,,
Q287958,hormone,ホルモン,Q178593,Adrenoceptor beta 1,アドレナリンβ1受容体遮断薬,mammalian protein found in Homo sapiens,,,,,,
Q423655,hormone,ホルモン,Q178593,subtilisin,スブチリシン,enzyme in Bacillus subtilis,,D020860,,,,C0752243
Q426173,hormone,ホルモン,Q178593,proinsulin,プロインスリン,precursor protein in humans,,D011384,,,,
Q423163,hormone,ホルモン,Q178593,major histocompatibility complex,主要組織適合遺伝子複合体,"set of genes for cell surface proteins essential for the acquired immune system to recognize foreign molecules in vertebrates, which in turn determines histocompatibility",免疫反応に必要な多くのタンパクの遺伝子情報を含む、細胞膜表面にある糖タンパク質,D008285,,,,C0024518
Q420678,hormone,ホルモン,Q178593,Ornithine carbamoyltransferase,オルニチントランスカルバミラーゼ,mammalian protein found in Homo sapiens,,,,,,
Q416351,hormone,ホルモン,Q178593,"Plasminogen activator, tissue type",組織プラスミノーゲン活性化因子,protein involved in the breakdown of blood clots,,,,,,
Q414992,hormone,ホルモン,Q178593,Neuropeptide Y,神経ペプチドY,mammalian protein found in Homo sapiens,,D009478,,,,
Q267200,hormone,ホルモン,Q178593,angiotensinogen,アンジオテンシノーゲン,mammalian protein found in Homo sapiens,,,,,,
Q166726,hormone,ホルモン,Q178593,myogenin,マイオジェニン,mammalian protein found in Homo sapiens,,D018008,,,,
Q421491,hormone,ホルモン,Q178593,galactosylceramidase,ガラクトシルセラミダーゼ,mammalian protein found in Homo sapiens,,D005698,,,,C0016957
Q423628,hormone,ホルモン,Q178593,"FYN proto-oncogene, Src family tyrosine kinase",癌原遺伝子産物c-Fyn,mammalian protein found in Homo sapiens,,D051076,,,,
Q415607,hormone,ホルモン,Q178593,3-hydroxy-3-methylglutaryl-CoA reductase,HMG-CoAレダクターゼ,mammalian protein found in Homo sapiens,酵素の一つ,,,,,
Q414446,hormone,ホルモン,Q178593,thrombomodulin,トロンボモジュリン,mammalian protein found in Homo sapiens,,,,,,
Q415287,hormone,ホルモン,Q178593,cytochrome P450 family 19 subfamily A member 1,アロマターゼ,mammalian protein found in Homo sapiens,,,,,,
Q288395,hormone,ホルモン,Q178593,Histamine receptor H3,ヒスタミンH3受容体,mammalian protein found in Homo sapiens,,,,,,C0062739
Q416452,hormone,ホルモン,Q178593,Tyrosinase,モノフェノールモノオキシゲナーゼ,mammalian protein found in Homo sapiens,,,,,,
Q416356,hormone,ホルモン,Q178593,Phosphatase and tensin homolog,PTEN,tumor suppressor gene,,,,,,
Q422831,hormone,ホルモン,Q178593,coagulation factor V,第V因子,mammalian protein found in Homo sapiens,,D005165,,,,C0015498
Q423572,hormone,ホルモン,Q178593,Bruton's tyrosine kinase,ブルトン型チロシンキナーゼ,mammalian protein found in Homo sapiens,,D000077329,,,,C0218158
Q272983,hormone,ホルモン,Q178593,green fluorescent protein,緑色蛍光タンパク質,protein that converts blue and ultraviolet light ranges to green light,蛍光性をもつタンパク質の一種,D049452,,,,C0120285
Q205986,hormone,ホルモン,Q178593,Proteolipid protein 1,ミエリン・プロテオリピドタンパク質,mammalian protein found in Homo sapiens,,D018991,,,,C0060617
Q423561,hormone,ホルモン,Q178593,Cathepsin A,,mammalian protein found in Homo sapiens,,D043402,,,,C0108471
Q421859,hormone,ホルモン,Q178593,C-X-C motif chemokine ligand 8,インターロイキン-8,mammalian protein found in Homo sapiens,,,,,,
Q415271,hormone,ホルモン,Q178593,Erb-b2 receptor tyrosine kinase 2,HER2,mammalian protein found in Homo sapiens,,D018719,,,,C0069515
Q416481,hormone,ホルモン,Q178593,Nucleotide binding oligomerization domain containing 2,,mammalian protein found in Homo sapiens,,D053473,,,,C1720989
Q421869,hormone,ホルモン,Q178593,histidine decarboxylase,ヒスチジン脱炭酸酵素,mammalian protein found in Homo sapiens,,D006640,,,,C0019605
