qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q19308789,organ,臓器,Q24060765,snow leopard fur,,fur of the snow leopard,,,,,,
Q19297121,organ,臓器,Q24060765,clouded leopard fur,,,,,,,,
Q119803869,organ,臓器,Q24060765,Heart of Saint Teresa of Jesus,,preserved organ of Teresa of Avila,,,,,,
Q65554962,organ,臓器,Q24060765,Beaver lamb fur-skins,ビーバーラム,,,,,,,
Q113624415,organ,臓器,Q24060765,heart of Dom Pedro I,,preserved organ,,,,,,
Q123499583,organ,臓器,Q24060765,Chopin's heart,,anatomical heart of Frédéric Chopin,,,,,,
Q107316177,organ,臓器,Q24060765,borracho,,"skin-made wine container traditional of madeira Island, Portugal",,,,,,
Q116864324,organ,臓器,Q24060765,Nemean Lion pelt,,skin of mythical lion removed and worn by Heracles,,,,,,
Q134052913,organ,臓器,Q24060765,Cueva Victoria phalanx,,"bone fragment from a hominid found in Cueva Victoria (Cartagena, Spain)",,,,,,
Q19834700,organ,臓器,Q24060765,antelope skin,,leather of the antelope with fur attached,,,,,,
Q17591171,organ,臓器,Q24060765,possum fur,,fur of the possum of Australia and New Zealand,,,,,,
Q20827081,organ,臓器,Q24060765,wallaby,ワラビー皮,fur of the wallaby or kangaroo,,,,,,
Q19298795,organ,臓器,Q24060765,puma,,"fur of the puma (cougar, mountain lion)",,,,,,
Q104906727,organ,臓器,Q24060765,Alpaca fur-skins,,,,,,,,
Q15803966,organ,臓器,Q24060765,coyote fur,,fur of the coyote,,,,,,
Q15819969,organ,臓器,Q24060765,fitch,,fur of the fitch (Mustela),,,,,,
Q15838001,organ,臓器,Q24060765,ocelot fur,,fur of the ocelot,,,,,,
Q15844191,organ,臓器,Q24060765,jackal fur,,"fur of any species of jackal, most often golden jackal (Canis aureus)",,,,,,
Q67416266,organ,臓器,Q24060765,glazed kidskin,,"fine, soft, slightly shiny form of kidskin",,,,,,
Q111038421,organ,臓器,Q24060765,manatee skin,,,,,,,,
Q111927586,organ,臓器,Q24060765,BOSCAMSUD_ll3,,,,,,,,
Q111927662,organ,臓器,Q24060765,BOSCAMSUD_MLP-G7,,,,,,,,
Q111927663,organ,臓器,Q24060765,BOSCAMSUD_MLP-G8,,,,,,,,
Q111927665,organ,臓器,Q24060765,BOSCAMSUD_MLP-G9,,,,,,,,
Q20825926,organ,臓器,Q24060765,cat fur,,fur of the domestic house cat,,,,,,
Q20827021,organ,臓器,Q24060765,reindeer fur,,skin and fur of the reindeer,,,,,,
Q19310055,organ,臓器,Q24060765,tiger skin,,skins or fur of the tiger,,,,,,
Q125740349,organ,臓器,Q24060765,Urohyal bone,,bone in the teleostei fishes,,,,,,
